text	class
fallaci pitfal fallaci pitfal fallaci pipelin easi book correct pipelin execut book pipelin bug first edit despit review peopl class test bug tri build comput book fact verilog describ pipelin like pentium thousand line indic complex fallaci pipelin idea independ number transistor chip speed transistor made five stage pipelin best solut delay branch see elabor simpl solut control hazard longer super scalar execut dynam branch predict redund earli dynam pipelin took mani resourc requir high perform transistor budget continu doubl becam much faster memori multipl function unit dynam pipelin made sens today high end processor use multipl issu choos implement specul well pitfal failur consid instruct set design impact pipelin mani difficulti pipelin aris instruct set tion exampl wide variabl instruct run time lead anc among pipelin stage complic hazard detect design pipelin instruct set level problem overcom initi dec vax late use scheme pentium employ today cours overhead tran lation maintain correspond microoper actual instruct remain sophist address mode lead differ sort problem address mode updat regist updat address see chapter complic hazard detect address mode requir multipl memori access substanti complic pipelin control make difficult keep pipelin flow perhap best exampl dec alpha dec nvax technolog newer instruct set architectur alpha allow impl mentat whose perform twice fast nvax anoth	computer_science
chapter enhanc perform plpellnlng exampl clark compar dec vax count cycl spec benchmark although execut instruct vax averag exe cute time mani cycl faster nine con sist ill time conclud remark american proverb pipelin improv averag execut time per instruct depend whether start singl cycl multipl cycl datapath reduct thought decreas cycl time decreas number cycl per instruct cpl start simpl singl cycl data path pipelin present reduc cycl time simpl datapath multipl issu comparison clearli focus reduc cpi increas ipc figur show effect cpi rate chapter perform increas move right sinc product ipc rate determin perform given instruct set pipelin improv inher execut time latenc instruct latenc similar length multicycl approach unlik approach use hardwar repeatedli instruc tion execut pipelin start instruct everi cycl cate hardwar similarli multipl issu add addit datapath hardwar allow multipl instruct begin everi cycl increas effec tive latenc figur show datapath figur place accord instruct latenc amount share hardwar instruct latenc inher execut time pipelin multipl issu attempt exploit instruct level parallel instruct ism presenc data control depend becom hazard primari much parallel exploit specul hardwar softwar primari techniqu use reduc perform impact depend switch longer multipl instruct issu dynam sched ule help per year processor perfor manc increas sinc earli past appear choic highest rate processor sophist superscalar processor seen pentium bine remark perform	computer_science
conclud remark multipl issu pipelin deep pipelin section multipl issu multicycl pipelin pipelin section section singl eycl section slower faster instruct per ipc cpi ftgure perform consequ simpl slngl eycl datapath mul datapath chapter plpelln execut model chapter ber cpu perform nulction ipc time dock rate henc move upper right increas perform although instruct per dock cyde slightli larger simpl datapath datapath dose use rate fast multicyd datapath multipl issu deep pipelin section multipl issu pipelin section singl cycl pipelin section pipelin multicycl section sever use latenc instruct ftgure basic relationship datapath figur notic axi use latenc instruct determin tlte pipelin full pipe line shown multipl dock cyde instruct latenc execut time instruct shorter tlte instruct improv	computer_science
chapter enhanc perform plpellnlng remark advanc process amdahl law suggest anoth system becom bottleneck bottleneck next chapter memori system altern automat exploit parallel instruct level tri multiprocessor exploit parallel much level parallel process chapter appear histor perspect read section appear discuss histori first pipelin processor earliest superscalar develop order specula tive techniqu well import develop piler technolog exercis time alu oper pare descript figur affect speedup obtain pipelin much otherwis alu oper take time comput architect need design pipelin new rocessor exampl workload program core instruct instruct take finish long take execut program core nonpipelin proce sor current state art microprocessor pipelin stage assum pipelin much speedup achiev compar nonpipelin rocessor pipelin sinc implement pipelin introduc overhead per pipelin stage overhead affect instruct latenc instruct	computer_science
exercis use draw similar figur show ward path need execut follow four instruct add sub add ioj data depend follow code depend data hazard via forward depen data hazard caus stall add sub add practic delay branch ioj use figur use color show portion datapath activ inact five stage instruct suggest use five pho figur answer exercis protect act exercis chapter sure includ legend explain color scheme practic understand draw practic understand draw practic understand draw practic pipelin regist practic pipelin point figur figur two style draw make sure understand relationship two style draw inform figur rough use style figur highlight activ por tion data path figur figur similar figur practic section instruct determin much five instruct five pipelin stage fill field instruct state field easier decod machin instruct assembl languag use figur	computer_science
chapter enhanc perform plpellnlng figur refer field look valu control signal use figur refer may need care examin figur understand control valu present leftmost bit one cycl becom bit anoth cycl exampl control valu subtract instruct comput stage cycl figur becom three separ valu specifi regdst aluop alusrc cycl follow piec code execut use pipelin shown figur add cycl right instruct execut processor state follow valu ooten address sub ion everi initi valu ioten plu number initi valu ten everi memori word access data initi valu wooten plu byte address word memori initi valu ten determin valu everi field four pipelin regist cycl practic pipelin diagram control practic illustr diagram consid execut follow code pipelin data path figur add add add add end fifth cycl execut regist read written regard program exercis explain forward unit fifth cycl execut made mention	computer_science
exercis regard program exercis explain hazard detect unit fifth cycl execut ifani made mention practic forward memori program instruct format add add add instruct depend depend instruct right instruct also depend depend add instruct right program execut pipelin datapath figur would cpi without forward would actual cpi consid execut follow code pipelin data path figur sub add mani cycl take execut code draw diagram like figur illustr depend need pro vide anoth diagram like figur illustr code actual execut incorpor stall forward identifi problem list input output fonvard unit figur give name number ofbit brief usag input output practic illustr diagram forward stall practic impact fonvard move stage practic impact memori address mode pipelin practic impact arithmet oper memori operand pipelin appendix practic fonvard unit hardwar design	computer_science
chapter enhanc perform plpellnlng week use simul provid book collect sta data hazard program suppli either softwar write subroutin pass instruct execut routin must model five stage pipelin chapter pro gram collect follow number instruct execut number data hazard forward number forward compil use issu nop instruct avoid hazard count number instruct well assum memori access alway take cycl calcul averag number cycl per instruct nop instruct stall insert softwa subtract number instruct execut cpi exampl saw perform advantag multicycl design limit longer time requir access memori versu use alu suppos memori access becam cycl long find rel perform singl cycl multicycl design next exercis extend pipelin design requir work practic code move iii practic perform advantag move exampl saw perform advantag multicycl pipelin design limit longer time requir access memori versu use alu suppos memori access becam cycl long draw modifi pipelin list possibl new ward situat possibl new hazard length redo exampl use pipe line exercis compar singl cycl multicycl branch assum predict accuraci increas penalti appropri load assum subsequ instruct depend load probabl instruct follow load two probabl use load result one sourc ignor data hazard find rel perform pipelin design singl cycl design pipelin point move branch comparison stage introduc opportun forward hazard forward give set code sequenc show possibl	computer_science
exercis forward path requir hazard case must detect consid one two operand number case equal maximum length hazard forward exist program core consist five branch program core execut thousand time outcom branch one execut program core taken taken branch branch branch branch branch assum behavior branch remain program core execu tion dynam assum branch predict buffer buffer initi state execut list predict follow branch predict alway taken alway taken bit predictor initi predict taken bit predictor initi predict taken predict sketch forward path branch input show must enabl write detect hazard branch sourc exampl show maxim perfor manc pipelin datapath forward stall use follow load rewrit follow code minim perform datapath reorder instruct sequenc take cycl execut still result add add sub beq loop	computer_science
chapter enhanc perform plpellnlng consid pipelin datapath figur attempt flush attempt stall occur simultan result conflict action cooper action cooper action work togeth conflict action take prioriti simpl chang make datapath ensur necessari prioriti may want consid follow code sequenc help answer question beq target assum branch add target verilog implement forward figur consid forward result valu store instruct add verilog code verilog implement stall figur consid fonvard result use address make simpl addit verilog code verilog code implement branch hazard detect stall figur detect possibl data hazard two sourc regist extend verilog figur data hazard branch opera write fonvard stall need complet branch rewrit code implement delay branch strategi rewrit figur implement branch target buffer assum buffer mod follow definit modul predict cur updat rue predicti ava ion use updat pred ion next ret predicti rue mean pred ion endmodul make sure three possibl correct predict buffer true incorrect predict last two case must also updat predict	computer_science
hazard control regist memori momori sign forward unit figur datapath branch includ hardwar flush instruct follow branch optim move branch fourth pipelin stage second instruct thm follow branch pipe thm time ieflush turn fetch instruct nop pipelin although flush line shown come control unit figur realiti come hardwar determin branch taken equal sign right regist stage forward mux must also stage shown simplifi figur	computer_science
chapter enhanc perform plpellnlng access simul system verilog first design singl cycl datapath control chapter design pipelin organ chapter sure run progra step ensur refin design continu oper correctli follow code unrol yet sched assum loop multipl two multipl eight loop sub sub addi bne loop schedul code fast execut standard pipelin assum support addi instruct assum initi branch mem stage schedul code compar origin unschedul code exercis similar exercis except time code unrol twice creat three copi code howev known loop multipl three thu need invent mean ensur code still execut properli consid code begin end loop take care case handl loop use code exercis unrol code four time schedul static multipl issu processor describ may assum loop execut fora multipl offour time technolog lead smaller featur size becom rel slower compar becom faster shrink featur size rate increas wire delay consum cycl pentium sever pipelin stage dedic transfer ring data along one part pipelin anoth draw back add pipe stage wire delay new processor introduc quickli new ver sion textbook keep current develop area write one elabor insert end section use world wide explor characterist processor intel amd start point	computer_science
exercis stall result bypass add result stall answer bypass requir check statement correct rest incorrect predict taken predict taken dynam predict statement true statement complet accur total accur partial accur specul reorder buffer hardwa renam order execut hardwar predic softwar branch predict vliw softwar superscalar hardwar epic sinc substanti hardwar support multipl issu dynam hardwar statement fals	computer_science
mass commun without world problem solv offer societi sourc site becam extrem popular one exampl beyond found ohmynew articl tradit mass media anyon first check articl correct solut use internet world wide mani believ internet servic select influenc outcom korean non sourc first internet hold promis allow peopl second commun without informa ning candid tion first interpret tradit mass media like televis newspap korea see futur might could look countri widespread high speed internet access one place south korea south korean household broadband access compar unit state western europ broadband gener digit loop main reason greater pen household larg almost half found henc korean telecommun industri could afford quickli offer broadband household household broadband connect countri impact widespread high sourc group speed access korean societi internet	computer_science
closer popular internet new york time front googl servic togeth site day vantag major media organ widespread impact remind comput engin googl anoth exampl respons access goe beyond must awar valu concern mass media one countri search inter free nation servic topic ensur new technolog summar popular enhanc valu rather rather leav arti compromis cle front local paper media decid learn see refer addit provid link stori librari mani countri reader get wire april tional perspect rather local one ohmynew www ohmynew also updat mani time day unlik www googl figur compar rule death penalti lor top stori suspect behind schwarzenegg minut ago poll show drop bush handl accus countri wrong track say major relat revis lor high bush danger world say student get first hour ago arm found iraq bush stand voic tell congress yield evid practic time ter mirror relat accus lead world stori schwarzenegg chief exchang iraq shill time hour ago even iraq agenc posit relat new york time versu googl per headlin must balanc big stori nation local googl mani stori per around world link reader follow googl stori vari henc recent	computer_science
larg fast exploit memori ideal one desir larg memori capac particular word would immedi avail forc recogn possibl memori ofwhich capac preced ess quickli access burk von comput	computer_science
introduct basic cach measur improv cach perform virtual memori common framework memori hierarchi stuff pentium amd opteron memori hierarchi fallaci pitfal conclud remark histor perspect read exercis five classic compon comput interlac	computer_science
chapter larg fast exploit memori introduct earliest day comput programm want unlimit amount fast memori topic look chapter aid program mer creat illus unlimit fast memori look illus actual creat let consid simpl analog illustr key principl mechan suppos student write term paper import histor develop comput hardwa desk librari collect book pull shelv examin find sever import need write describ book noth edsac fore back shelv look addit book find book earli cover edsac good select book desk front good probabl mani top need found may spend time use book desk without back shelv sever book desk front save time compar one book constantli back shelv return take anoth principl allow creat illus larg memori access fast small memori need access book librari equal probabl program access code data equal probabl otherwis would make memori access fast still larg memori would imposs fit librari book desk still find want quickli principl way work librari way oper principl state tempor access rel small portion address space instant ple state ifa data locat time access small portion librari collect referenc tend two differ type referenc soon tempor time referenc tend referenc soon recent brought book desk spatial look probabl need look soon principl state data locat referenc data loca spatial space referenc item whose tion nearbi address address close tend referenc soon exampl tend referenc soon	computer_science
introduct brought book rli find edsac also notic anoth book shelv next earli mechan also brought back book later found someth use book book shelv togeth librari increas spatial see spatial use memori hierarchi littl later chapter access book desk natur exhibit pro aris simpl natur program structur exampl pro contain loop instruct data like access repeatedli show high amount tempor sinc instruct normal access show high spatial access data also exhibit natur spatial exampl access element array record natur high spatial take advantag principl implement memori comput memori memori consist multipl lev memori struc memori differ size faster memori ture use multipl level memori distanc expens per bit slower memori thu smaller cpu increas size today three primari technolog use build memori hierar memori access chi main memori dram dynam random access time increas memori level closer processor cach use sram static random access memori dram less per bit sram although tialli slower price differ aris dram use significantli less area per bit memori dram thu larger capac amount silicon speed differ aris sever factor describ section appendix third technolog use implement largest slowest level magnet disk access time price per bit vari wide among technolog tabl show use typic valu memori technolog typic access time per sram dram magnet disk ooo ooo differ cost access time build memori level figur show faster memori close processor slower less expens memori goal present user much memori avail cheapest technolog provid access speed offer fastest memori	computer_science
chapter larg fast exploit memori current speed cpu size cost technolog fastest smallest highest sram dram slowest lowest magnet disk figur basic structur memori implement memori system user memori larg largest level access fastest memori memori system organ level closer processor gener level away data store low est level analog book desk form librari work turn librari campu furthermor move away processor level take progress longer access might encount campu librari memori consist multipl level data copi two adjac level time focu attent two level upper level one closer processor smaller faster sinc use expens technolog lower level figur show minimum unit inform either present present minimum unit two level call block line librari analog block inform either inform one book present present data request processor appea block upper level level call hit inform one book desk data found upper level request call lower level access retriev block con hit rate fraction tain request data continu analog desk ori access found cach shelv find desir book hit rate hit ratio fraction mem ori access found upper level often use measur perfor	computer_science
introduct processor data ftgure everi pair level memori thought upper lower level within level unit ofinform present call block usual transfer block copi someth level manc memori rate hit rate fraction rate fraction memori access found upper level memori access found level memori sinc perform major reason memori time servic hit miss import hit time time access upper level memori includ time need determin hit time time requir whether access hit time need look access level memori includ time book desk penalti time replac block upper need determin whether level correspond block lower level plu time deliv access hit block processor time get anoth book shelv place desk upper level smaller built use faster penalti time memori hit time much smaller time access next requir fetch block level major compon penalti level memori time examin book desk much smaller time get lower level includ get new book shelv time access block see chapter concept use build memori system transmit one level insert level affect mani aspect comput includ system experienc manag memori compil gener code even appli use comput cours spend much time access memori memori system rili major factor determin perform relianc memori hierarchi achiev perform meant programm use abl think memori flat random access storag devic need understand	computer_science
chapter larg fast exploit memori memori hierarchi get good perform show import understand two exampl sinc memori system critic perform comput design lot attent system develop sophist mecha improv perform memori system chapter see major idea although mani simplif tion use keep materi length complex could easili written hundr memori system dozen recent demonstr check follow statement gener true cach take advantag tem read valu return depend block cach cost memori highest level big exhibit tempor tendenc reus recent access data item spatial tendenc refer data pictur item close recent access item memori hierarchi take advantag tempor keep recent access data item closer processor memori hierarchi take advantag spatial move block consist multipl word memori upper level figur show memori use smaller faster memori technolog close processor thu access hit highest level process quickli access lower level larger slower hit rate high enough memori effect access time close highest fastest level size equal lowest largest level system memori true data present level unless also present level	computer_science
basic cach cpu increas distanc cpu access time level level memori level size memori level figur diagram show structur memori distanc processor increas size structur appropri mechan allow processor access time determin rili level hier archi yet memori larg maintain illus subject chapter although local disk ofth system use tape file server local area network next level ofth hier rchi cach safe place store thing basic cach new world diction ari ofth american third colleg edit librari exampl desk cach safe place store thing book need exa cach name chosen repres level memori processor main memori first commerci comput extra level today although remain domin use word cach term also use refer storag take advantag access cach first appear research earli product later everi gener purpos comput built today server low power embed processor includ cach section begin look simpl cach processor request one word block also consist singl word reader alreadi familiar cadl basic may want skip section	computer_science
chapter larg fast exploit memori refer refer figur cach refer word initi cach refer caus forc cach fetch memori insert cach figur show simpl cach request data initi cach request cach contain collect recent refer processor request word cach request result word brought memori cach look figur two question answer know data cach moreov find answer two question relat word exactli one place cach straightforward find word cach way locat cach word memo cach locat base address word mem direct cach cach cach structur call direct sinc memori locat structur memori directli exactli one locat cach typic map locat exactli address cach locat direct cach usual sim one locat cach ple exampl almost direct cach use map block address modulo number cach block cach map attract number entri cach power two modulo comput simpli use low order log cach size block bit address henc cach may access directli low order bit exampl figur show memo address	computer_science
basic cach cach memori figur cach eight entri show address memori word map cach locat eight word cach address map cach mjrd low order log bit use cach thu address two map entri cach address map entri ofth cach map locat iten oooo ltwo itwo ltwo ten ten direct cach eight word sten cach locat contain content number differ memori locat know whether data cach correspond request word know whether request word cach answer question set cach field tabl use contain address inform requir identifi whether word memori contain address inform requir cach correspond request word need contain upper identifi whether associ portion address correspond bit use block corr cach exampl figur need upper spond request word address bit sinc lower bit field address block bit redund sinc definit field everi address must valu also need way recogn cach block infor mation instanc processor start cach good	computer_science
chapter larg fast exploit memori data field even execut mani instruc tion cach entri may still empti figur thu need know ignor entri common bit afield ofa method add bit indic whether entri contain address memori indic bit set match block associ block rest section focu read work contain data cach cach control work read gener handl read littl simpler handl write sinc read chang content cach see basic read work cach miss handl examin cach design detail cach write access cach figur show content eight word direct cach respond seri request processor sinc eight block cach low order bit address give block number action refer decim address binari address hit assign cach block refer refer cach found place mod mod hit mod hit mod mod mod hit mod mod word address brought cach block word address cach block two must replac newli request data behavior allow cach take advantag tempor recent access word replac less recent referenc word situat directli book shelv space desk book alreadi desk must return shelv direct cach one place put newli request henc one choic replac	computer_science
basic cach data data memori two initi state cach power handl address data memori memori memori two memori handl address handl address data data memori memori memori memori memori memori memori memori two handl address handl address figur cach content shown refer request miss field shown binari cach initi empti bit entri cach turn processor request follow address oti otv hit oti hit hxxxlti hxxxlti hit figur show cach content sequenc handl address referenc entri address must two two replac refer otv wiu caus subsequ field wiu contain upper portion ofth address full address ofa word contain cach block field cach equival concaten ofth field exampl cach correspond address	computer_science
chapter larg fast exploit memori know look cach possibl address low order bit address use find uniqu cach entri address could map figur show referenc address divid cach use select block field use compar valu field cach address show bit posit byt offset hit dot figur cach lower portion address use select cach entri consist data word cach compar upper portion address determin whether entri cach correspond request address cach word block size word bit use cach leav bit compar upper bit address equal bit request hit cach word suppli processor otherwis occur	computer_science
basic cach cach block togeth content block specifi memori address word contain cach block field use address access cach bit field valu total number entri direct cach must power two architecnlf sinc word align multipl byte least signific bit everi address specifi byte within word henc ignor select word block total number bit need cach function cach size address size cach includ storag data size block one word normal sever assum bit byte address direct cach size block word byte block requir field whose size bit bit use bit use word within block bit use byte part address total number bit direct cach block size size field size sinc block size word bit address size bit number bit cach howev convent size field count size data bit cach mani total bit requir direct cach exampl data word block assum bit address know word word block size answer word block block bit data plu bit plu bit thu total cach size kbit cach cach total number bit cach time mani need storag data	computer_science
chapter larg fast exploit memori map address multiword cach block exampl consid cach block block size byte block number byte address map saw formula block given answer block address modulo number cach block address block byte address byte per block notic block address block contain address byte address byte per block byte per block byte address byte per block byte per block byte per block thu byte per block byte address block address map cach block number modulo fact block map address larger block exploit spatial lower rate figur show increas block size usual decreas rate rate may eventu block size becom signific fraction cach size number block cach becom small great deal block result block cach mani word access state alterna tive spatial among word block decreas larg block consequ benefit rate becom smaller	computer_science
basic cach block size figur rate versu block size note rate actual goe ifth block size larg rel cach size line repres cach differ size figur independ associ discuss soon unfortun spec would take long block size includ data base spec seriou problem associ increas block size cost increas penalti determin time requir fetch block next lower level load cach time fetch block two part latenc first word transfer time rest block clea rli unless chang memori system transfer time henc penalti increas block size grow furthermor improv rate start decreas block becom larger result increas penalti decreas rate larg block cach perform thu decreas cours design memori transfer larger block effi increas block size obtain improv cach perform discuss next section elabor major increas block size cach penalti increas although hard anyth latenc compon penalti may abl hide transfer time penalti effect smaller method call earli restart simpli resum execut soon request word block return rather wait entir block mani processor use techniqu instruct	computer_science
chapter larg fast exploit memori access work best instruct access larg sequenti memo ori system deliv word everi cycl processor may abl restart oper request word return memori system new instruct word time techniqu usual less effect data cach like word request block less predict way probabl processor need anoth word differ cach block transfer complet high processor access data cach transfer must stall even sophist scheme organ memori request word transfer memori cach first remaind block transfer start address request word around begin block techniqu call request word first critic word first slightli faster earli restart limit properti limit earli restart handl cach miss look cach system let see control unit deal ach request data cach miss control unit must detect process cach fetch request data memori shall see lower level cach fill data cach hit comput continu use data noth present cach happen consequ use basic control develop chapter enhanc pipelin chapter memori datapath chapter simpli replac cach control processor hit trivial miss howev requir extra work cach handl done processor con trol unit separ control initi memori access cadl process cach creat stall similar pipelin stall discuss chapter oppos interrupt would requir state regist cach stall entir processor essenti content temporari programm visibl regist wait memori contrast pipelin stall discuss chapter plex must continu execut instruct stall other let look littl close instruct miss handl either multicycl pipelin datapath approach easili extend data miss instruct access result content instruct invalid get proper instruct cach must abl instruct lower level memori perform read sinc program counter increment first cycl execu tion pipelin multicycl processor address instruc tion gener instruct cach equal valu program counter minu address need instruct main memori	computer_science
basic cach perform read wait memori respond sinc access take multipl cycl write word cach defin step taken instruct cach send origin valu current memori instruct main memori perform read wait memori plete access write cach entri data memori data portion entri write upper bit address alu field turn bit restart instruct execut first step instruct time cach control cach data access essenti ident simpli stall processor memori respond data handl write write work somewhat differ suppos store instruct wrote data data cach without chang main memori write cach memori would differ valu cach case cach memori said way keep main memori cach alway write data memori cach scheme call write write scheme key aspect write occur write first fetch write alway updat cach memori word block memori block fetch place ensur data alway con cach overwrit word caus cach block two also write word main memori use full address although design handl write simpli would provid good perform write scheme everi write caus data written main memori write take long time like least processor cycl could slow processor consider spec integ benchmark exampl instruct store cpi without miss spend extra cycl everi write would lead cpi reduc perform factor one solut problem use write buffer write buffer store write buffer queue hold data wait written memori write data data data arewait written memori cach write buffer processor continu execut write main memori complet entri write buffer freed write buffer full processor reach write processor must stall empti posit write buffer cours rate	computer_science
chapter larg fast exploit memori memori complet write less rate processor gener ate write amount help write gener faster memori system accept rate write gener may also less rate memori accept yet stall may still occur happen write occur reduc occurr stall processor usu alli increas depth write buffer beyond singl entri write back scheme han altern write scheme scheme call write back dle write updat valu write back scheme write occur new valu written block block cach cach modifi block written lower level write modifi block replac write back improv perform especi lower level ofth hierar processor gener write fast faster write han chi block replac main memori write back scheme howev complex impl ment write rest section describ cach processor examin read write section describ handl write detail elabor write introduc sever complic cach present read discuss two polici write miss effici impl mentat write write back cach consid write cach strategi follow write cach design call fetch fetch write sometim alioc alloc cach block address miss fetch rest block cach write data continu execut altern could either alloc block cach fetch data call fetch write even alloc block call alioc write anoth name strategi place written data cach write around sinc data written around cach get memori motiv observ sometim write entir block data read case fetch associ initi write may unnecessari number subtl issu involv implement multiword block includ complic handl write hit requir mechan similar use write back cach actual implement store cach use write back strategi complex write cach write back cach must write block back memori data cach cach simpli block store instruct whether store hit cach could write cach would content block memori write cach write data cach read occur cach write block cach sinc memori correct valu	computer_science
basic cach write back cach overwrit block store either requir two cycl cycl check hit cycl actual perform write requir extra buffer call store buffer hold data effect allow store take one cycl pipelin store buffer use processor cach lookup place data store buffer normal cach access cycl assum cach hit new data written store buffer cach next unus cach access cycl comparison write cach write alway done one cycl extra complic multiword block howev sinc simpli overwrit write data instead read write data portion select block address block written processor continu normal sinc correct block updat match processor gener write fetch rest block correspond address alway safe overwrit data write hit still take one cycl mani write back cach also includ write buffer use reduc penalti replac block case block move write back buffer associ cach request block read memori write back buffer later written back memori assum anoth occur immedi techniqu halv penalti block must replac exampl cach intrins fastmath processor intrins fastmath fast embed microprocessor use architectur simpl cach implement near end chapter examin complex cach design intel pentium start simpl yet exampl reason figur show orga nizat intrins fastmath data cach processor stage pipelin similar discuss chapter peak speed processor request instruct word data word everi satisfi demand pipelin stall separ instruct data cach use cach word word block read request cach straightforward separ data instruct cach separ control signal need read write cach rememb need updat instruct cach occur thu step read request either cach follow send address appropri cach address come either instruct alu data cach signal hit request word avail data line sinc word desir block need select right	computer_science
chapter larg fast exploit memori address show bit posit data hit offset block offset bit bit data entri figur cach intrinslti fastmath contain block word per block field bit wide field bit wide bit field bit use block select mjrd block use plexor practic multiplexor cach separ larg ram data ram block offset suppli extra address bit larg data ram case larg ram bit wide mani word block cach one block field use control multiplexor shown figur request word word index block cach signal send address main memori memori return data write cach read fulfil request write intrins fastmath offer write write back leav system decid strategi use appli cation one entri write buffer	computer_science
basic cach instruct rate data rate effect combin rate ftgure instruct data rate intrlnslti fastmath processor spec benchmark combin rate effect rate seen combin instruct cach data cach obtain weight instruc tion data individu rate frequenc instruct data refer cach rate cach strucnlr like use lntrinsiti fastmath figur show rate instruct data cach spec integ benchmark combin rate effect rate per refer program differ frequenc instruct data access although rate import characterist cach design measur effect memori system program execut time see rate execut time relat elabor combin cach total size equal sum two split split cach scheme cach usual better hit rate higher rate occur combin level ofth memori cach divid number entri may use instruct compos oftwo independ cach oper parallel may use data mani processor use split one instruct data cach increas cach bandwidth handl instruct one rate cach size found intrins fastmath handl data processor combin cach whose size equal total two cach total cach size split cach effect rate combin cach rate rate split cach slightli wors advantag doubl cach bandwidth support instruct data access simultan easili slightli increas rate observ anoth use rate measur cach perform section show design memori system support cach cach miss satisfi main memori construct dram section saw dram design primari emphasi densiti rather access time although difficult reduc latenc fetch first word memori reduc penalti increas bandwidth memori cach reduct allow	computer_science
chapter larg fast exploit memori larger block size use still maintain penalti similar smaller block processor typic connect memori rate usual much slower processor much speed affect penalti understand impact differ organ memori let defin set memori access time assum memori cycl send address memori cycl dram access initi memori cycl send word data cach block four word one word wide bank dram penalti would memori cycl thu number byte transfer per cycl singl would figur show three option design memori system first option follow assum memori one word wide access made second option increas bandwidth memori widen memori buse processor mem ori allow parallel access word block third option increas bandwidth widen memori interconnect thu still cost transmit word avoid cost access latenc let look much two option improv cycl penalti would see first option figur increas width memori increas memori bandwidth decreas access time transfer time por tion penalti main memori width two word pen alti drop memori cycl memori cycl four word wide memori penalti memori cycl bandwidth singl almost twice high byte per cycl memori two word wide byte per cycl memori four word wide almost four time higher major cost enhanc wider potenti increas cach access time due multiplexor control processor cach instead make entir path memori cach wider memori chip organ bank read write multipl word one	computer_science
basic cach cpu cpu cpu multiplexor cach cach cach memori memori memori memori memori bank bank bank bank wide memori organ interleav memori organ memori one word wide memori organ ftgure primari method achiev higher memori bandwidth increas physic width memori system figur memori bandwidth improv two way design use memori compon one word wide show wider memori cach show cach interleav memori cach processor consist ofa multiplexor use read control updat appropri word ofth cach write access time rather read write singl word time bank could one word wide width cach need chang send address sever bank permit read simulta neousli scheme call interleav advantag incur ring full memori latenc exampl four time get four word block would consist cycl transmit address read request bank cycl four bank access memori cycl send four word back cach yield penalti memori cycl effect bandwidth per byte per three time bandwidth one ward wide mem	computer_science
chapter larg fast exploit memori ori bank also valuabl write bank write indepen write bandwidth lead fewer stall write cach see altern strategi write make interleav even attract elabor memori chip organ produc number output bit usu alli popular describ organ ram number address locat depth output width locat one path improv rate tran data memori cach take advantag structur dram dram logic organ rectangular array access time divid row access column access dram buffer row bit insid dram column access also come option time signal allow repeat access buffer without row access time capabl call mode gone seri enhanc mode buffer act like sram chang column address random bit access buffer next row access capabl chang access time signifi sinc access time bit row much lower figur show densiti cost access time dram chang year newest develop ddr sdram doubl data rate synchron dram sdram provid burst access data seri sequenti locat dram sdram suppli start address burst length data burst transfer control signal run total access time column access year introduc chip size per new row column time exist row kbit kbit mbit mbit mbit mbit mbit mbit mbit mbit figur dram size increas multipl four approxim everi three year doubl approxim everi two year improv access time slower continu cost almost densiti improv although cost often affect issu avail demand cost per byte adjust	computer_science
basic cach mhz two key advantag sdram use elimin need elimin need suppli success address burst ddr part name mean data transfer lead therebi get twice much bandwidth might expect base rate data width deliv high band width intern dram organ interleav memori bank advantag optim use alreadi larg dram littl cost system achiev signific improv bandwidth intern architectur dram optim describ section appendix summari began previou section examin cach direct cadl one word block cadl hit miss simpl sinc word exactli one locat separ everi word keep cach memori write scheme use everi write cach also caus memori updat altern write write back scheme copi block back memori replac discuss scheme section take advantag spatial cach must block size larger one word use larger block decreas rate improv effi cienci cach reduc amount storag rel amount data storag cach although larger block size decreas rate also increas penalti penalti increas block size larger block could easili lead lower perform anc avoid bandwidth main memori increas transfer cach block two common method make memori wider interleav case reduc time fetch block minim number time must start new memo access fetch block wider also decreas time need send block memo cach speed memo system affect design size check cach block vhich follow cach design guidelin gener shorter memori latenc smaller cach block shorter memori latenc larger cach block higher memori bandwidth smaller cach block higher memori bandwidth larger cach block	computer_science
chapter larg fast exploit memori measur improv cach perform section begin look measur analyz cach perfor manc explor two differ techniqu improv cach perfor manc one focus reduc rate reduc probabl two differ memori block cach locat ond techniqu reduc penalti addit level hier archi techniqu call multilevel cach first appear high end sell sinc becom common desktop sell less cpu time divid cycl cpu execut program cycl cpu ite memori system normal assum cost cach access hit part normal cpu execut cycl thu cpu time cpu execut cycl memori stall cycl cycl time memori stall cycl come primarili cach miss make assumpt also restrict discuss simplifi model memori system processor stall gener read write quit complex accur perform predict usual requir detail simul processor memori system memori stall cycl defin sum stall cycl come read plu come write memori stall cycl read stall cycl write stall cycl read stall cycl defin term number read access per program penalti cycl read read rate read stall cycl read read rate read penalti program write complic write scheme two sourc stall write miss usual requir fetch block continu write see elabor detail write write buffer stall occur write buffer full write occur thu cycl stall write sum two	computer_science
